human.gene.stable.ID	human.gene.name	pig.gene.stable.ID	pig.gene.name
ENSG00000152254	G6PC2	ENSSSCG00000015925	G6PC2
ENSG00000141349	G6PC3	ENSSSCG00000017365	G6PC3
ENSG00000160211	G6PD	ENSSSCG00000025108	G6PD
ENSG00000171298	GAA	ENSSSCG00000017156	GAA
ENSG00000109458	GAB1	ENSSSCG00000009048	GAB1
ENSG00000033327	GAB2	ENSSSCG00000014891	GAB2
ENSG00000160219	GAB3	ENSSSCG00000012824	GAB3
ENSG00000170296	GABARAP	ENSSSCG00000017936	GABARAP
ENSG00000139112	GABARAPL1	ENSSSCG00000000645	GABARAPL1
ENSG00000034713	GABARAPL2	ENSSSCG00000002707	ENSSSCG00000002707
ENSG00000204681	GABBR1	ENSSSCG00000001242	GABBR1
ENSG00000136928	GABBR2	ENSSSCG00000027558	GABBR2
ENSG00000154727	GABPA	ENSSSCG00000037655	GABPA
ENSG00000104064	GABPB1	ENSSSCG00000004645	GABPB1
ENSG00000143458	GABPB2	ENSSSCG00000006636	GABPB2
ENSG00000022355	GABRA1	ENSSSCG00000023661	GABRA1
ENSG00000151834	GABRA2	ENSSSCG00000028922	GABRA2
ENSG00000011677	GABRA3	ENSSSCG00000025708	GABRA3
ENSG00000109158	GABRA4	ENSSSCG00000030515	GABRA4
ENSG00000186297	GABRA5	ENSSSCG00000004827	GABRA5
ENSG00000145863	GABRA6	ENSSSCG00000017027	GABRA6
ENSG00000163288	GABRB1	ENSSSCG00000035621	GABRB1
ENSG00000145864	GABRB2	ENSSSCG00000033558	GABRB2
ENSG00000166206	GABRB3	ENSSSCG00000038547	GABRB3
ENSG00000187730	GABRD	ENSSSCG00000035018	GABRD
ENSG00000102287	GABRE	ENSSSCG00000012754	GABRE
ENSG00000163285	GABRG1	ENSSSCG00000008809	GABRG1
ENSG00000113327	GABRG2	ENSSSCG00000017025	GABRG2
ENSG00000182256	GABRG3	ENSSSCG00000035584	GABRG3
ENSG00000094755	GABRP	ENSSSCG00000021902	GABRP
ENSG00000268089	GABRQ	ENSSSCG00000012755	GABRQ
ENSG00000146276	GABRR1	ENSSSCG00000024249	GABRR1
ENSG00000111886	GABRR2	ENSSSCG00000054854	GABRR2
ENSG00000183185	GABRR3	ENSSSCG00000032124	GABRR3
ENSG00000128683	GAD1	ENSSSCG00000022233	GAD1
ENSG00000136750	GAD2	ENSSSCG00000011060	GAD2
ENSG00000116717	GADD45A	ENSSSCG00000037066	GADD45A
ENSG00000099860	GADD45B	ENSSSCG00000022689	GADD45B
ENSG00000130222	GADD45G	ENSSSCG00000035249	GADD45G
ENSG00000179271	GADD45GIP1	ENSSSCG00000034859	GADD45GIP1
ENSG00000144644	GADL1	ENSSSCG00000038607	GADL1
ENSG00000205777	GAGE1	ENSSSCG00000028340	ENSSSCG00000028340
ENSG00000215274	GAGE10	ENSSSCG00000028340	ENSSSCG00000028340
ENSG00000237671	GAGE12C	ENSSSCG00000028340	ENSSSCG00000028340
ENSG00000227488	GAGE12D	ENSSSCG00000028340	ENSSSCG00000028340
ENSG00000216649	GAGE12E	ENSSSCG00000028340	ENSSSCG00000028340
ENSG00000236362	GAGE12F	ENSSSCG00000028340	ENSSSCG00000028340
ENSG00000215269	GAGE12G	ENSSSCG00000028340	ENSSSCG00000028340
ENSG00000224902	GAGE12H	ENSSSCG00000028340	ENSSSCG00000028340
ENSG00000224659	GAGE12J	ENSSSCG00000028340	ENSSSCG00000028340
ENSG00000274274	GAGE13	ENSSSCG00000028340	ENSSSCG00000028340
ENSG00000189064	GAGE2A	ENSSSCG00000028340	ENSSSCG00000028340
ENSG00000275113	GAGE2E	ENSSSCG00000028340	ENSSSCG00000028340
ENSG00000178950	GAK	ENSSSCG00000021289	GAK
ENSG00000069482	GAL	ENSSSCG00000012883	GAL
ENSG00000128242	GAL3ST1	ENSSSCG00000010009	GAL3ST1
ENSG00000154252	GAL3ST2	ENSSSCG00000063392	GAL3ST2
ENSG00000175229	GAL3ST3	ENSSSCG00000028015	GAL3ST3
ENSG00000197093	GAL3ST4	ENSSSCG00000007648	GAL3ST4
ENSG00000054983	GALC	ENSSSCG00000027865	GALC
ENSG00000117308	GALE	ENSSSCG00000027827	GALE
ENSG00000108479	GALK1	ENSSSCG00000017203	GALK1
ENSG00000156958	GALK2	ENSSSCG00000004651	GALK2
ENSG00000143891	GALM	ENSSSCG00000008486	GALM
ENSG00000141012	GALNS	ENSSSCG00000002645	GALNS
ENSG00000141429	GALNT1	ENSSSCG00000003743	GALNT1
ENSG00000164574	GALNT10	ENSSSCG00000017072	GALNT10
ENSG00000178234	GALNT11	ENSSSCG00000016430	GALNT11
ENSG00000119514	GALNT12	ENSSSCG00000005379	GALNT12
ENSG00000144278	GALNT13	ENSSSCG00000022671	GALNT13
ENSG00000158089	GALNT14	ENSSSCG00000008524	GALNT14
ENSG00000131386	GALNT15	ENSSSCG00000011195	GALNT15
ENSG00000100626	GALNT16	ENSSSCG00000002306	GALNT16
ENSG00000185274	GALNT17	ENSSSCG00000026457	GALNT17
ENSG00000110328	GALNT18	ENSSSCG00000013403	GALNT18
ENSG00000143641	GALNT2	ENSSSCG00000010185	GALNT2
ENSG00000115339	GALNT3	ENSSSCG00000015907	GALNT3
ENSG00000257594	GALNT4	ENSSSCG00000043102	GALNT4
ENSG00000136542	GALNT5	ENSSSCG00000026146	GALNT5
ENSG00000139629	GALNT6	ENSSSCG00000026890	GALNT6
ENSG00000109586	GALNT7	ENSSSCG00000009705	GALNT7
ENSG00000130035	GALNT8	ENSSSCG00000000718	GALNT8
ENSG00000182870	GALNT9	ENSSSCG00000009738	GALNT9
ENSG00000106648	GALNTL5	ENSSSCG00000016431	GALNTL5
ENSG00000174473	GALNTL6	ENSSSCG00000021805	GALNTL6
ENSG00000197487	GALP	ENSSSCG00000061276	ENSSSCG00000061276
ENSG00000166573	GALR1	ENSSSCG00000036984	GALR1
ENSG00000182687	GALR2	ENSSSCG00000017189	GALR2
ENSG00000128310	GALR3	ENSSSCG00000000121	GALR3
ENSG00000213930	GALT	ENSSSCG00000010969	GALT
ENSG00000130005	GAMT	ENSSSCG00000023142	GAMT
ENSG00000261609	GAN	ENSSSCG00000002690	GAN
ENSG00000089597	GANAB	ENSSSCG00000030653	GANAB
ENSG00000214013	GANC	ENSSSCG00000004729	GANC
ENSG00000172020	GAP43	ENSSSCG00000031244	GAP43
ENSG00000111640	GAPDH	ENSSSCG00000000694	GAPDH
ENSG00000105679	GAPDHS	ENSSSCG00000002888	GAPDHS
ENSG00000175857	GAPT	ENSSSCG00000035276	GAPT
ENSG00000165219	GAPVD1	ENSSSCG00000005602	GAPVD1
ENSG00000109534	GAR1	ENSSSCG00000009137	GAR1
ENSG00000141441	GAREM1	ENSSSCG00000003731	GAREM1
ENSG00000157833	GAREM2	ENSSSCG00000008572	GAREM2
ENSG00000205085	GARIN1A	ENSSSCG00000016583	GARIN1A
ENSG00000135248	GARIN1B	ENSSSCG00000016582	GARIN1B
ENSG00000172717	GARIN2	ENSSSCG00000002286	GARIN2
ENSG00000170613	GARIN3	ENSSSCG00000017057	GARIN3
ENSG00000162771	GARIN4	ENSSSCG00000059329	ENSSSCG00000059329
ENSG00000142530	GARIN5A	ENSSSCG00000003219	GARIN5A
ENSG00000180043	GARIN5B	ENSSSCG00000051187	GARIN5B
ENSG00000180219	GARIN6	ENSSSCG00000040114	ENSSSCG00000040114
ENSG00000136895	GARNL3	ENSSSCG00000005609	GARNL3
ENSG00000166398	GARRE1	ENSSSCG00000002872	GARRE1
ENSG00000106105	GARS1	ENSSSCG00000016677	GARS1
ENSG00000159131	GART	ENSSSCG00000030677	GART
ENSG00000180447	GAS1	ENSSSCG00000056862	GAS1
ENSG00000148935	GAS2	ENSSSCG00000031940	GAS2
ENSG00000185340	GAS2L1	ENSSSCG00000025564	GAS2L1
ENSG00000270765	GAS2L2	ENSSSCG00000039395	GAS2L2
ENSG00000139354	GAS2L3	ENSSSCG00000000874	GAS2L3
ENSG00000183087	GAS6	ENSSSCG00000009565	GAS6
ENSG00000007237	GAS7	ENSSSCG00000039056	GAS7
ENSG00000141013	GAS8	ENSSSCG00000002633	GAS8
ENSG00000144649	GASK1A	ENSSSCG00000011294	ENSSSCG00000011294
ENSG00000164125	GASK1B	ENSSSCG00000008873	GASK1B
ENSG00000184502	GAST	ENSSSCG00000021910	GAST
ENSG00000102145	GATA1	ENSSSCG00000027237	GATA1
ENSG00000179348	GATA2	ENSSSCG00000011618	GATA2
ENSG00000107485	GATA3	ENSSSCG00000011125	GATA3
ENSG00000136574	GATA4	ENSSSCG00000022383	GATA4
ENSG00000130700	GATA5	ENSSSCG00000007538	GATA5
ENSG00000141448	GATA6	ENSSSCG00000003702	GATA6
ENSG00000157259	GATAD1	ENSSSCG00000031835	GATAD1
ENSG00000167491	GATAD2A	ENSSSCG00000013938	GATAD2A
ENSG00000143614	GATAD2B	ENSSSCG00000006562	GATAD2B
ENSG00000059691	GATB	ENSSSCG00000054992	ENSSSCG00000054992
ENSG00000257218	GATC	ENSSSCG00000032747	GATC
ENSG00000177225	GATD1	ENSSSCG00000012846	GATD1
ENSG00000160221	GATD3	ENSSSCG00000025525	ENSSSCG00000025525
ENSG00000171766	GATM	ENSSSCG00000004672	GATM
ENSG00000177628	GBA1	ENSSSCG00000006522	GBA1
ENSG00000070610	GBA2	ENSSSCG00000005319	GBA2
ENSG00000249948	GBA3	ENSSSCG00000008754	GBA3
ENSG00000114480	GBE1	ENSSSCG00000012000	GBE1
ENSG00000107862	GBF1	ENSSSCG00000010579	GBF1
ENSG00000148288	GBGT1	ENSSSCG00000031532	GBGT1
ENSG00000117228	GBP1	ENSSSCG00000024973	GBP1
ENSG00000162645	GBP2	ENSSSCG00000063342	ENSSSCG00000063342
ENSG00000154451	GBP5	ENSSSCG00000062656	GBP5
ENSG00000183347	GBP6	ENSSSCG00000030801	ENSSSCG00000030801
ENSG00000164900	GBX1	ENSSSCG00000032249	GBX1
ENSG00000168505	GBX2	ENSSSCG00000016319	GBX2
ENSG00000145321	GC	ENSSSCG00000027609	GC
ENSG00000115271	GCA	ENSSSCG00000027472	GCA
ENSG00000100116	GCAT	ENSSSCG00000029945	GCAT
ENSG00000179562	GCC1	ENSSSCG00000035211	GCC1
ENSG00000135968	GCC2	ENSSSCG00000008138	GCC2
ENSG00000105607	GCDH	ENSSSCG00000013729	GCDH
ENSG00000005436	GCFC2	ENSSSCG00000021287	GCFC2
ENSG00000115263	GCG	ENSSSCG00000015895	GCG
ENSG00000215644	GCGR	ENSSSCG00000034891	GCGR
ENSG00000131979	GCH1	ENSSSCG00000035715	GCH1
ENSG00000106633	GCK	ENSSSCG00000016751	GCK
ENSG00000084734	GCKR	ENSSSCG00000028672	GCKR
ENSG00000001084	GCLC	ENSSSCG00000001488	GCLC
ENSG00000023909	GCLM	ENSSSCG00000037549	GCLM
ENSG00000137270	GCM1	ENSSSCG00000032538	GCM1
ENSG00000124827	GCM2	ENSSSCG00000035562	GCM2
ENSG00000089154	GCN1	ENSSSCG00000009898	GCN1
ENSG00000187210	GCNT1	ENSSSCG00000005277	GCNT1
ENSG00000111846	GCNT2	ENSSSCG00000062258	GCNT2
ENSG00000140297	GCNT3	ENSSSCG00000004584	GCNT3
ENSG00000176928	GCNT4	ENSSSCG00000029710	GCNT4
ENSG00000124091	GCNT7	ENSSSCG00000007497	GCNT7
ENSG00000174500	GCSAM	ENSSSCG00000021511	GCSAM
ENSG00000169224	GCSAML	ENSSSCG00000036630	GCSAML
ENSG00000140905	GCSH	ENSSSCG00000040203	ENSSSCG00000040203
ENSG00000119125	GDA	ENSSSCG00000034919	GDA
ENSG00000104381	GDAP1	ENSSSCG00000006173	GDAP1
ENSG00000124194	GDAP1L1	ENSSSCG00000007373	GDAP1L1
ENSG00000196505	GDAP2	ENSSSCG00000006728	GDAP2
ENSG00000006007	GDE1	ENSSSCG00000029212	GDE1
ENSG00000266524	GDF10	ENSSSCG00000010376	GDF10
ENSG00000135414	GDF11	ENSSSCG00000000363	GDF11
ENSG00000130513	GDF15	ENSSSCG00000034260	GDF15
ENSG00000263761	GDF2	ENSSSCG00000010375	GDF2
ENSG00000184344	GDF3	ENSSSCG00000000669	GDF3
ENSG00000125965	GDF5	ENSSSCG00000023261	GDF5
ENSG00000156466	GDF6	ENSSSCG00000034943	GDF6
ENSG00000143869	GDF7	ENSSSCG00000028931	GDF7
ENSG00000164404	GDF9	ENSSSCG00000014288	GDF9
ENSG00000203879	GDI1	ENSSSCG00000030421	GDI1
ENSG00000057608	GDI2	ENSSSCG00000011137	GDI2
ENSG00000168621	GDNF	ENSSSCG00000038727	GDNF
ENSG00000153982	GDPD1	ENSSSCG00000038269	ENSSSCG00000038269
ENSG00000130055	GDPD2	ENSSSCG00000012376	GDPD2
ENSG00000102886	GDPD3	ENSSSCG00000021811	GDPD3
ENSG00000178795	GDPD4	ENSSSCG00000014877	ENSSSCG00000014877
ENSG00000158555	GDPD5	ENSSSCG00000014853	GDPD5
ENSG00000183208	GDPGP1	ENSSSCG00000059314	GDPGP1
ENSG00000164949	GEM	ENSSSCG00000006105	GEM
ENSG00000092208	GEMIN2	ENSSSCG00000004985	GEMIN2
ENSG00000179409	GEMIN4	ENSSSCG00000017809	GEMIN4
ENSG00000082516	GEMIN5	ENSSSCG00000017066	GEMIN5
ENSG00000152147	GEMIN6	ENSSSCG00000008482	GEMIN6
ENSG00000142252	GEMIN7	ENSSSCG00000033194	GEMIN7
ENSG00000046647	GEMIN8	ENSSSCG00000012127	GEMIN8
ENSG00000178295	GEN1	ENSSSCG00000008613	GEN1
ENSG00000182093	GET1	ENSSSCG00000037381	GET1
ENSG00000198356	GET3	ENSSSCG00000038776	GET3
ENSG00000239857	GET4	ENSSSCG00000040103	ENSSSCG00000040103
ENSG00000131095	GFAP	ENSSSCG00000017343	GFAP
ENSG00000127554	GFER	ENSSSCG00000008035	GFER
ENSG00000162676	GFI1	ENSSSCG00000006902	GFI1
ENSG00000165702	GFI1B	ENSSSCG00000005737	GFI1B
ENSG00000168827	GFM1	ENSSSCG00000025651	GFM1
ENSG00000164347	GFM2	ENSSSCG00000014074	GFM2
ENSG00000145990	GFOD1	ENSSSCG00000035867	GFOD1
ENSG00000141098	GFOD2	ENSSSCG00000024750	GFOD2
ENSG00000198380	GFPT1	ENSSSCG00000008339	GFPT1
ENSG00000131459	GFPT2	ENSSSCG00000014012	GFPT2
ENSG00000151892	GFRA1	ENSSSCG00000010655	GFRA1
ENSG00000168546	GFRA2	ENSSSCG00000009605	GFRA2
ENSG00000146013	GFRA3	ENSSSCG00000014329	GFRA3
ENSG00000125861	GFRA4	ENSSSCG00000021401	GFRA4
ENSG00000187871	GFRAL	ENSSSCG00000001480	GFRAL
ENSG00000104522	GFUS	ENSSSCG00000031698	GFUS
ENSG00000261949	GFY	ENSSSCG00000035723	GFY
ENSG00000100083	GGA1	ENSSSCG00000024895	GGA1
ENSG00000103365	GGA2	ENSSSCG00000010798	GGA2
ENSG00000125447	GGA3	ENSSSCG00000017211	GGA3
ENSG00000134864	GGACT	ENSSSCG00000009523	ENSSSCG00000009523
ENSG00000006625	GGCT	ENSSSCG00000016679	GGCT
ENSG00000115486	GGCX	ENSSSCG00000027381	GGCX
ENSG00000137563	GGH	ENSSSCG00000037637	GGH
ENSG00000179168	GGN	ENSSSCG00000002957	GGN
ENSG00000278311	GGNBP2	ENSSSCG00000017688	GGNBP2
ENSG00000152904	GGPS1	ENSSSCG00000031680	GGPS1
ENSG00000100031	GGT1	ENSSSCG00000010056	ENSSSCG00000010056
ENSG00000099998	GGT5	ENSSSCG00000010055	GGT5
ENSG00000167741	GGT6	ENSSSCG00000017883	GGT6
ENSG00000131067	GGT7	ENSSSCG00000007285	GGT7
ENSG00000149435	GGTLC1	ENSSSCG00000010056	ENSSSCG00000010056
ENSG00000100121	GGTLC2	ENSSSCG00000010056	ENSSSCG00000010056
ENSG00000274252	GGTLC3	ENSSSCG00000010056	ENSSSCG00000010056
ENSG00000259384	GH1	ENSSSCG00000034212	ENSSSCG00000034212
ENSG00000136487	GH2	ENSSSCG00000034212	ENSSSCG00000034212
ENSG00000167925	GHDC	ENSSSCG00000017407	GHDC
ENSG00000165678	GHITM	ENSSSCG00000010345	GHITM
ENSG00000112964	GHR	ENSSSCG00000016866	GHR
ENSG00000118702	GHRH	ENSSSCG00000007332	GHRH
ENSG00000106128	GHRHR	ENSSSCG00000016673	GHRHR
ENSG00000157017	GHRL	ENSSSCG00000011568	GHRL
ENSG00000121853	GHSR	ENSSSCG00000020906	GHSR
ENSG00000141034	GID4	ENSSSCG00000037336	GID4
ENSG00000101193	GID8	ENSSSCG00000034173	GID8
ENSG00000146830	GIGYF1	ENSSSCG00000007668	GIGYF1
ENSG00000204120	GIGYF2	ENSSSCG00000016291	GIGYF2
ENSG00000213203	GIMAP1	ENSSSCG00000016451	ENSSSCG00000016451
ENSG00000106560	GIMAP2	ENSSSCG00000016449	GIMAP2
ENSG00000133574	GIMAP4	ENSSSCG00000027826	GIMAP4
ENSG00000196329	GIMAP5	ENSSSCG00000039407	ENSSSCG00000039407
ENSG00000133561	GIMAP6	ENSSSCG00000027196	GIMAP6
ENSG00000171115	GIMAP8	ENSSSCG00000016452	GIMAP8
ENSG00000250298	GIMD1	ENSSSCG00000039563	GIMD1
ENSG00000145723	GIN1	ENSSSCG00000025287	GIN1
ENSG00000055211	GINM1	ENSSSCG00000030067	GINM1
ENSG00000101003	GINS1	ENSSSCG00000034913	GINS1
ENSG00000131153	GINS2	ENSSSCG00000056302	GINS2
ENSG00000181938	GINS3	ENSSSCG00000002802	GINS3
ENSG00000147536	GINS4	ENSSSCG00000037513	GINS4
ENSG00000159224	GIP	ENSSSCG00000026330	GIP
ENSG00000123159	GIPC1	ENSSSCG00000032842	GIPC1
ENSG00000137960	GIPC2	ENSSSCG00000035582	GIPC2
ENSG00000179855	GIPC3	ENSSSCG00000054746	GIPC3
ENSG00000010310	GIPR	ENSSSCG00000021053	GIPR
ENSG00000108262	GIT1	ENSSSCG00000017787	GIT1
ENSG00000139436	GIT2	ENSSSCG00000009925	GIT2
ENSG00000152661	GJA1	ENSSSCG00000004241	GJA1
ENSG00000135355	GJA10	ENSSSCG00000004330	GJA10
ENSG00000121743	GJA3	ENSSSCG00000036798	GJA3
ENSG00000187513	GJA4	ENSSSCG00000039983	GJA4
ENSG00000265107	GJA5	ENSSSCG00000006696	GJA5
ENSG00000121634	GJA8	ENSSSCG00000036239	GJA8
ENSG00000131233	GJA9	ENSSSCG00000003650	GJA9
ENSG00000169562	GJB1	ENSSSCG00000012394	GJB1
ENSG00000165474	GJB2	ENSSSCG00000056562	GJB2
ENSG00000188910	GJB3	ENSSSCG00000038677	GJB3
ENSG00000189433	GJB4	ENSSSCG00000035068	GJB4
ENSG00000189280	GJB5	ENSSSCG00000003585	GJB5
ENSG00000121742	GJB6	ENSSSCG00000036474	GJB6
ENSG00000164411	GJB7	ENSSSCG00000033562	GJB7
ENSG00000182963	GJC1	ENSSSCG00000021306	GJC1
ENSG00000198835	GJC2	ENSSSCG00000013989	GJC2
ENSG00000176402	GJC3	ENSSSCG00000007636	GJC3
ENSG00000159248	GJD2	ENSSSCG00000036219	GJD2
ENSG00000177291	GJD4	ENSSSCG00000036044	ENSSSCG00000036044
ENSG00000203733	GJE1	ENSSSCG00000034307	GJE1
ENSG00000198814	GK	ENSSSCG00000016224	ENSSSCG00000016224
ENSG00000196475	GK2	ENSSSCG00000009257	GK2
ENSG00000229894	GK3P	ENSSSCG00000016224	ENSSSCG00000016224
ENSG00000175066	GK5	ENSSSCG00000011677	GK5
ENSG00000165113	GKAP1	ENSSSCG00000026087	GKAP1
ENSG00000169605	GKN1	ENSSSCG00000035529	GKN1
ENSG00000183607	GKN2	ENSSSCG00000038802	GKN2
ENSG00000102393	GLA	ENSSSCG00000038423	GLA
ENSG00000170266	GLB1	ENSSSCG00000024119	GLB1
ENSG00000163521	GLB1L	ENSSSCG00000016213	GLB1L
ENSG00000149328	GLB1L2	ENSSSCG00000015258	GLB1L2
ENSG00000166105	GLB1L3	ENSSSCG00000056489	GLB1L3
ENSG00000106415	GLCCI1	ENSSSCG00000015345	GLCCI1
ENSG00000138604	GLCE	ENSSSCG00000026078	GLCE
ENSG00000178445	GLDC	ENSSSCG00000005199	GLDC
ENSG00000186417	GLDN	ENSSSCG00000004632	GLDN
ENSG00000119392	GLE1	ENSSSCG00000005652	GLE1
ENSG00000090863	GLG1	ENSSSCG00000030420	GLG1
ENSG00000111087	GLI1	ENSSSCG00000000443	GLI1
ENSG00000074047	GLI2	ENSSSCG00000015733	GLI2
ENSG00000106571	GLI3	ENSSSCG00000016763	GLI3
ENSG00000250571	GLI4	ENSSSCG00000039881	GLI4
ENSG00000139278	GLIPR1	ENSSSCG00000000519	GLIPR1
ENSG00000173401	GLIPR1L1	ENSSSCG00000022055	GLIPR1L1
ENSG00000180481	GLIPR1L2	ENSSSCG00000025915	GLIPR1L2
ENSG00000122694	GLIPR2	ENSSSCG00000031236	GLIPR2
ENSG00000174332	GLIS1	ENSSSCG00000003846	GLIS1
ENSG00000126603	GLIS2	ENSSSCG00000023653	GLIS2
ENSG00000107249	GLIS3	ENSSSCG00000005224	GLIS3
ENSG00000174842	GLMN	ENSSSCG00000006904	GLMN
ENSG00000198715	GLMP	ENSSSCG00000006488	GLMP
ENSG00000124767	GLO1	ENSSSCG00000027778	GLO1
ENSG00000171433	GLOD5	ENSSSCG00000031477	GLOD5
ENSG00000112164	GLP1R	ENSSSCG00000001589	GLP1R
ENSG00000065325	GLP2R	ENSSSCG00000017998	GLP2R
ENSG00000145888	GLRA1	ENSSSCG00000017078	GLRA1
ENSG00000101958	GLRA2	ENSSSCG00000012129	GLRA2
ENSG00000145451	GLRA3	ENSSSCG00000009698	GLRA3
ENSG00000109738	GLRB	ENSSSCG00000032722	GLRB
ENSG00000173221	GLRX	ENSSSCG00000059596	ENSSSCG00000059596
ENSG00000023572	GLRX2	ENSSSCG00000031991	ENSSSCG00000031991
ENSG00000108010	GLRX3	ENSSSCG00000010759	GLRX3
ENSG00000182512	GLRX5	ENSSSCG00000002496	GLRX5
ENSG00000115419	GLS	ENSSSCG00000016056	GLS
ENSG00000135423	GLS2	ENSSSCG00000000401	GLS2
ENSG00000151948	GLT1D1	ENSSSCG00000033067	GLT1D1
ENSG00000204007	GLT6D1	ENSSSCG00000054117	GLT6D1
ENSG00000016864	GLT8D1	ENSSSCG00000011448	GLT8D1
ENSG00000120820	GLT8D2	ENSSSCG00000000848	GLT8D2
ENSG00000139433	GLTP	ENSSSCG00000039012	GLTP
ENSG00000182327	GLTPD2	ENSSSCG00000017914	GLTPD2
ENSG00000148672	GLUD1	ENSSSCG00000042553	ENSSSCG00000042553
ENSG00000182890	GLUD2	ENSSSCG00000042553	ENSSSCG00000042553
ENSG00000135821	GLUL	ENSSSCG00000040412	ENSSSCG00000040412
ENSG00000149124	GLYAT	ENSSSCG00000062244	GLYAT
ENSG00000156689	GLYATL2	ENSSSCG00000013148	GLYATL2
ENSG00000203972	GLYATL3	ENSSSCG00000033245	GLYATL3
ENSG00000168237	GLYCTK	ENSSSCG00000011432	GLYCTK
ENSG00000140632	GLYR1	ENSSSCG00000007931	GLYR1
ENSG00000196743	GM2A	ENSSSCG00000017087	GM2A
ENSG00000087338	GMCL1	ENSSSCG00000008335	ENSSSCG00000008335
ENSG00000244234	GMCL2	ENSSSCG00000008335	ENSSSCG00000008335
ENSG00000112699	GMDS	ENSSSCG00000000994	GMDS
ENSG00000162419	GMEB1	ENSSSCG00000038872	GMEB1
ENSG00000101216	GMEB2	ENSSSCG00000040107	GMEB2
ENSG00000197045	GMFB	ENSSSCG00000026294	GMFB
ENSG00000130755	GMFG	ENSSSCG00000040981	GMFG
ENSG00000089639	GMIP	ENSSSCG00000013931	GMIP
ENSG00000205835	GMNC	ENSSSCG00000024420	GMNC
ENSG00000112312	GMNN	ENSSSCG00000001095	GMNN
ENSG00000144591	GMPPA	ENSSSCG00000023935	GMPPA
ENSG00000173540	GMPPB	ENSSSCG00000062528	GMPPB
ENSG00000137198	GMPR	ENSSSCG00000001064	ENSSSCG00000001064
ENSG00000100938	GMPR2	ENSSSCG00000026947	GMPR2
ENSG00000163655	GMPS	ENSSSCG00000028855	GMPS
ENSG00000088256	GNA11	ENSSSCG00000029279	GNA11
ENSG00000146535	GNA12	ENSSSCG00000055213	GNA12
ENSG00000120063	GNA13	ENSSSCG00000039336	GNA13
ENSG00000156049	GNA14	ENSSSCG00000005284	GNA14
ENSG00000060558	GNA15	ENSSSCG00000013473	GNA15
ENSG00000127955	GNAI1	ENSSSCG00000015407	GNAI1
ENSG00000114353	GNAI2	ENSSSCG00000011399	GNAI2
ENSG00000065135	GNAI3	ENSSSCG00000006824	GNAI3
ENSG00000141404	GNAL	ENSSSCG00000022163	GNAL
ENSG00000156052	GNAQ	ENSSSCG00000033763	GNAQ
ENSG00000087460	GNAS	ENSSSCG00000007520	ENSSSCG00000007520
ENSG00000114349	GNAT1	ENSSSCG00000042718	GNAT1
ENSG00000134183	GNAT2	ENSSSCG00000006823	GNAT2
ENSG00000214415	GNAT3	ENSSSCG00000015406	GNAT3
ENSG00000128266	GNAZ	ENSSSCG00000010046	GNAZ
ENSG00000078369	GNB1	ENSSSCG00000021890	GNB1
ENSG00000185838	GNB1L	ENSSSCG00000010130	GNB1L
ENSG00000172354	GNB2	ENSSSCG00000007669	GNB2
ENSG00000111664	GNB3	ENSSSCG00000000682	GNB3
ENSG00000114450	GNB4	ENSSSCG00000037583	GNB4
ENSG00000069966	GNB5	ENSSSCG00000004622	GNB5
ENSG00000159921	GNE	ENSSSCG00000037468	GNE
ENSG00000242616	GNG10	ENSSSCG00000046439	GNG10
ENSG00000127920	GNG11	ENSSSCG00000015324	GNG11
ENSG00000172380	GNG12	ENSSSCG00000036505	GNG12
ENSG00000127588	GNG13	ENSSSCG00000008011	GNG13
ENSG00000186469	GNG2	ENSSSCG00000028092	ENSSSCG00000028092
ENSG00000162188	GNG3	ENSSSCG00000032197	ENSSSCG00000032197
ENSG00000168243	GNG4	ENSSSCG00000033307	GNG4
ENSG00000176533	GNG7	ENSSSCG00000033949	GNG7
ENSG00000167414	GNG8	ENSSSCG00000022068	GNG8
ENSG00000127928	GNGT1	ENSSSCG00000015323	GNGT1
ENSG00000167083	GNGT2	ENSSSCG00000045794	ENSSSCG00000045794
ENSG00000204590	GNL1	ENSSSCG00000001372	GNL1
ENSG00000134697	GNL2	ENSSSCG00000031631	GNL2
ENSG00000163938	GNL3	ENSSSCG00000011449	GNL3
ENSG00000130119	GNL3L	ENSSSCG00000012336	GNL3L
ENSG00000115523	GNLY	ENSSSCG00000008228	GNLY
ENSG00000124713	GNMT	ENSSSCG00000033214	GNMT
ENSG00000116906	GNPAT	ENSSSCG00000010175	GNPAT
ENSG00000113552	GNPDA1	ENSSSCG00000038940	GNPDA1
ENSG00000163281	GNPDA2	ENSSSCG00000008808	GNPDA2
ENSG00000100522	GNPNAT1	ENSSSCG00000005040	GNPNAT1
ENSG00000111670	GNPTAB	ENSSSCG00000000862	GNPTAB
ENSG00000090581	GNPTG	ENSSSCG00000008031	GNPTG
ENSG00000147437	GNRH1	ENSSSCG00000009651	GNRH1
ENSG00000125787	GNRH2	ENSSSCG00000043185	GNRH2
ENSG00000135677	GNS	ENSSSCG00000023715	GNS
ENSG00000136935	GOLGA1	ENSSSCG00000005597	GOLGA1
ENSG00000167110	GOLGA2	ENSSSCG00000005643	ENSSSCG00000005643
ENSG00000090615	GOLGA3	ENSSSCG00000009733	GOLGA3
ENSG00000144674	GOLGA4	ENSSSCG00000062556	ENSSSCG00000062556
