human.gene.stable.ID	human.gene.name	pig.gene.stable.ID	pig.gene.name	Last common ancestor with Pig
ENSG00000211452	DIO1	ENSSSCG00000028896	DIO1	Boreoeutheria
ENSG00000211448	DIO2	ENSSSCG00000040638	DIO2	Eutheria
ENSG00000197406	DIO3	ENSSSCG00000036990	DIO3	Boreoeutheria
ENSG00000160305	DIP2A	ENSSSCG00000035657	DIP2A	Boreoeutheria
ENSG00000066084	DIP2B	ENSSSCG00000029196	DIP2B	Boreoeutheria
ENSG00000151240	DIP2C	ENSSSCG00000011163	DIP2C	Gnathostomata
ENSG00000154511	DIPK1A	ENSSSCG00000006900	DIPK1A	Boreoeutheria
ENSG00000165716	DIPK1B	ENSSSCG00000005837	DIPK1B	Boreoeutheria
ENSG00000187773	DIPK1C	ENSSSCG00000039486	DIPK1C	Eutheria
ENSG00000181744	DIPK2A	ENSSSCG00000036206	DIPK2A	Eutheria
ENSG00000147113	DIPK2B	ENSSSCG00000026984	DIPK2B	Boreoeutheria
ENSG00000176490	DIRAS1	ENSSSCG00000038013	DIRAS1	Boreoeutheria
ENSG00000165023	DIRAS2	ENSSSCG00000031694	DIRAS2	Eutheria
ENSG00000162595	DIRAS3	ENSSSCG00000003797	DIRAS3	Boreoeutheria
ENSG00000083520	DIS3	ENSSSCG00000009460	DIS3	Boreoeutheria
ENSG00000166938	DIS3L	ENSSSCG00000004941	DIS3L	Boreoeutheria
ENSG00000144535	DIS3L2	ENSSSCG00000022177	DIS3L2	Eutheria
ENSG00000162946	DISC1	ENSSSCG00000010170	DISC1	Boreoeutheria
ENSG00000154309	DISP1	ENSSSCG00000035479	DISP1	Eutheria
ENSG00000140323	DISP2	ENSSSCG00000004776	DISP2	Boreoeutheria
ENSG00000204624	DISP3	ENSSSCG00000003417	DISP3	Boreoeutheria
ENSG00000130826	DKC1	ENSSSCG00000012823	DKC1	Boreoeutheria
ENSG00000107984	DKK1	ENSSSCG00000010428	DKK1	Boreoeutheria
ENSG00000155011	DKK2	ENSSSCG00000032094	DKK2	Boreoeutheria
ENSG00000050165	DKK3	ENSSSCG00000013401	DKK3	Boreoeutheria
ENSG00000104371	DKK4	ENSSSCG00000007029	DKK4	Boreoeutheria
ENSG00000104901	DKKL1	ENSSSCG00000038579	DKKL1	Boreoeutheria
ENSG00000150768	DLAT	ENSSSCG00000015030	DLAT	Boreoeutheria
ENSG00000164741	DLC1	ENSSSCG00000006970	DLC1	Boreoeutheria
ENSG00000091140	DLD	ENSSSCG00000015443	DLD	Boreoeutheria
ENSG00000008226	DLEC1	ENSSSCG00000011249	DLEC1	Boreoeutheria
ENSG00000186047	DLEU7	ENSSSCG00000009387	DLEU7	Boreoeutheria
ENSG00000075711	DLG1	ENSSSCG00000011833	DLG1	Boreoeutheria
ENSG00000150672	DLG2	ENSSSCG00000014904	DLG2	Boreoeutheria
ENSG00000082458	DLG3	ENSSSCG00000012375	DLG3	Eutheria
ENSG00000132535	DLG4	ENSSSCG00000024285	DLG4	Boreoeutheria
ENSG00000151208	DLG5	ENSSSCG00000026268	DLG5	Boreoeutheria
ENSG00000170579	DLGAP1	ENSSSCG00000003690	DLGAP1	Boreoeutheria
ENSG00000198010	DLGAP2	ENSSSCG00000015746	DLGAP2	Boreoeutheria
ENSG00000116544	DLGAP3	ENSSSCG00000040173	DLGAP3	Boreoeutheria
ENSG00000080845	DLGAP4	ENSSSCG00000007317	DLGAP4	Eutheria
ENSG00000126787	DLGAP5	ENSSSCG00000005056	DLGAP5	Boreoeutheria
ENSG00000185559	DLK1	ENSSSCG00000035805	DLK1	Boreoeutheria
ENSG00000171462	DLK2	ENSSSCG00000001682	DLK2	Boreoeutheria
ENSG00000198719	DLL1	ENSSSCG00000027726	DLL1	Boreoeutheria
ENSG00000090932	DLL3	ENSSSCG00000002987	DLL3	Boreoeutheria
ENSG00000128917	DLL4	ENSSSCG00000004755	DLL4	Boreoeutheria
ENSG00000119689	DLST	ENSSSCG00000002374	DLST	Eutheria
ENSG00000144355	DLX1	ENSSSCG00000015953	DLX1	Boreoeutheria
ENSG00000115844	DLX2	ENSSSCG00000015954	DLX2	Boreoeutheria
ENSG00000064195	DLX3	ENSSSCG00000017589	DLX3	Boreoeutheria
ENSG00000108813	DLX4	ENSSSCG00000034653	DLX4	Eutheria
ENSG00000105880	DLX5	ENSSSCG00000038838	DLX5	Boreoeutheria
ENSG00000006377	DLX6	ENSSSCG00000033314	DLX6	Boreoeutheria
ENSG00000137038	DMAC1	ENSSSCG00000005196	DMAC1	Boreoeutheria
ENSG00000105341	DMAC2	ENSSSCG00000032711	DMAC2	Boreoeutheria
ENSG00000125375	DMAC2L	ENSSSCG00000031354	DMAC2L	Boreoeutheria
ENSG00000178028	DMAP1	ENSSSCG00000034096	DMAP1	Boreoeutheria
ENSG00000187908	DMBT1	ENSSSCG00000055799	ENSSSCG00000055799	Eutheria
ENSG00000197587	DMBX1	ENSSSCG00000003900	DMBX1	Boreoeutheria
ENSG00000100206	DMC1	ENSSSCG00000000103	DMC1	Boreoeutheria
ENSG00000198947	DMD	ENSSSCG00000028148	DMD	Boreoeutheria
ENSG00000132837	DMGDH	ENSSSCG00000014110	DMGDH	Boreoeutheria
ENSG00000161249	DMKN	ENSSSCG00000041481	DMKN	Boreoeutheria
ENSG00000152592	DMP1	ENSSSCG00000009220	DMP1	Boreoeutheria
ENSG00000104936	DMPK	ENSSSCG00000038969	DMPK	Eutheria
ENSG00000137090	DMRT1	ENSSSCG00000005236	DMRT1	Eutheria
ENSG00000173253	DMRT2	ENSSSCG00000005233	DMRT2	Boreoeutheria
ENSG00000064218	DMRT3	ENSSSCG00000040481	DMRT3	Eutheria
ENSG00000176399	DMRTA1	ENSSSCG00000005131	DMRTA1	Boreoeutheria
ENSG00000142700	DMRTA2	ENSSSCG00000030552	DMRTA2	Boreoeutheria
ENSG00000143006	DMRTB1	ENSSSCG00000003847	ENSSSCG00000003847	Boreoeutheria
ENSG00000142025	DMRTC2	ENSSSCG00000003043	DMRTC2	Boreoeutheria
ENSG00000135164	DMTF1	ENSSSCG00000015393	DMTF1	Boreoeutheria
ENSG00000158856	DMTN	ENSSSCG00000009613	DMTN	Boreoeutheria
ENSG00000185800	DMWD	ENSSSCG00000038738	DMWD	Boreoeutheria
ENSG00000172869	DMXL1	ENSSSCG00000027857	DMXL1	Boreoeutheria
ENSG00000104093	DMXL2	ENSSSCG00000032517	DMXL2	Boreoeutheria
ENSG00000138346	DNA2	ENSSSCG00000010240	DNA2	Boreoeutheria
ENSG00000154099	DNAAF1	ENSSSCG00000002675	DNAAF1	Boreoeutheria
ENSG00000243667	DNAAF10	ENSSSCG00000008353	DNAAF10	Boreoeutheria
ENSG00000129295	DNAAF11	ENSSSCG00000005952	DNAAF11	Boreoeutheria
ENSG00000165506	DNAAF2	ENSSSCG00000058931	DNAAF2	Boreoeutheria
ENSG00000167646	DNAAF3	ENSSSCG00000042884	DNAAF3	Eutheria
ENSG00000256061	DNAAF4	ENSSSCG00000004608	DNAAF4	Boreoeutheria
ENSG00000164818	DNAAF5	ENSSSCG00000007543	DNAAF5	Boreoeutheria
ENSG00000080572	DNAAF6	ENSSSCG00000012558	DNAAF6	Boreoeutheria
ENSG00000166246	DNAAF8	ENSSSCG00000007935	DNAAF8	Boreoeutheria
ENSG00000088854	DNAAF9	ENSSSCG00000007155	DNAAF9	Boreoeutheria
ENSG00000114841	DNAH1	ENSSSCG00000028184	DNAH1	Boreoeutheria
ENSG00000197653	DNAH10	ENSSSCG00000009765	DNAH10	Eutheria
ENSG00000105877	DNAH11	ENSSSCG00000015379	DNAH11	Boreoeutheria
ENSG00000174844	DNAH12	ENSSSCG00000020990	DNAH12	Vertebrata
ENSG00000185842	DNAH14	ENSSSCG00000031483	DNAH14	Eutheria
ENSG00000187775	DNAH17	ENSSSCG00000036056	DNAH17	Eutheria
ENSG00000183914	DNAH2	ENSSSCG00000017963	DNAH2	Eutheria
ENSG00000158486	DNAH3	ENSSSCG00000046747	DNAH3	Boreoeutheria
ENSG00000039139	DNAH5	ENSSSCG00000032827	DNAH5	Boreoeutheria
ENSG00000115423	DNAH6	ENSSSCG00000045529	DNAH6	Eutheria
ENSG00000118997	DNAH7	ENSSSCG00000032814	DNAH7	Euteleostomi
ENSG00000124721	DNAH8	ENSSSCG00000062622	DNAH8	Boreoeutheria
ENSG00000007174	DNAH9	ENSSSCG00000018015	DNAH9	Boreoeutheria
ENSG00000122735	DNAI1	ENSSSCG00000039342	DNAI1	Eutheria
ENSG00000171595	DNAI2	ENSSSCG00000024357	DNAI2	Boreoeutheria
ENSG00000162643	DNAI3	ENSSSCG00000006950	DNAI3	Boreoeutheria
ENSG00000152763	DNAI4	ENSSSCG00000022305	DNAI4	Boreoeutheria
ENSG00000118307	DNAI7	ENSSSCG00000040550	DNAI7	Boreoeutheria
ENSG00000086061	DNAJA1	ENSSSCG00000011000	DNAJA1	Boreoeutheria
ENSG00000069345	DNAJA2	ENSSSCG00000002846	DNAJA2	Boreoeutheria
ENSG00000103423	DNAJA3	ENSSSCG00000022874	DNAJA3	Boreoeutheria
ENSG00000140403	DNAJA4	ENSSSCG00000037646	DNAJA4	Eutheria
ENSG00000132002	DNAJB1	ENSSSCG00000013784	DNAJB1	Boreoeutheria
ENSG00000090520	DNAJB11	ENSSSCG00000011798	DNAJB11	Boreoeutheria
ENSG00000148719	DNAJB12	ENSSSCG00000010288	DNAJB12	Boreoeutheria
ENSG00000187726	DNAJB13	ENSSSCG00000014832	DNAJB13	Boreoeutheria
ENSG00000164031	DNAJB14	ENSSSCG00000009177	DNAJB14	Boreoeutheria
ENSG00000135924	DNAJB2	ENSSSCG00000016217	DNAJB2	Boreoeutheria
ENSG00000162616	DNAJB4	ENSSSCG00000003766	DNAJB4	Boreoeutheria
ENSG00000137094	DNAJB5	ENSSSCG00000005297	DNAJB5	Boreoeutheria
ENSG00000105993	DNAJB6	ENSSSCG00000033272	DNAJB6	Boreoeutheria
ENSG00000179407	DNAJB8	ENSSSCG00000058052	DNAJB8	Boreoeutheria
ENSG00000128590	DNAJB9	ENSSSCG00000016653	DNAJB9	Boreoeutheria
ENSG00000136770	DNAJC1	ENSSSCG00000026001	DNAJC1	Boreoeutheria
ENSG00000077232	DNAJC10	ENSSSCG00000016017	DNAJC10	Eutheria
ENSG00000007923	DNAJC11	ENSSSCG00000003384	DNAJC11	Boreoeutheria
ENSG00000108176	DNAJC12	ENSSSCG00000035600	DNAJC12	Boreoeutheria
ENSG00000138246	DNAJC13	ENSSSCG00000011628	DNAJC13	Boreoeutheria
ENSG00000135392	DNAJC14	ENSSSCG00000000366	DNAJC14	Boreoeutheria
ENSG00000120675	DNAJC15	ENSSSCG00000038251	DNAJC15	Boreoeutheria
ENSG00000116138	DNAJC16	ENSSSCG00000003464	DNAJC16	Boreoeutheria
ENSG00000104129	DNAJC17	ENSSSCG00000004762	DNAJC17	Eutheria
ENSG00000170464	DNAJC18	ENSSSCG00000014356	DNAJC18	Eutheria
ENSG00000205981	DNAJC19	ENSSSCG00000011770	DNAJC19	Boreoeutheria
ENSG00000105821	DNAJC2	ENSSSCG00000015423	DNAJC2	Boreoeutheria
ENSG00000168724	DNAJC21	ENSSSCG00000016828	ENSSSCG00000016828	Opisthokonta
ENSG00000178401	DNAJC22	ENSSSCG00000000198	DNAJC22	Boreoeutheria
ENSG00000170946	DNAJC24	ENSSSCG00000026083	DNAJC24	Boreoeutheria
ENSG00000059769	DNAJC25	ENSSSCG00000005460	DNAJC25	Eutheria
ENSG00000115137	DNAJC27	ENSSSCG00000008577	DNAJC27	Boreoeutheria
ENSG00000177692	DNAJC28	ENSSSCG00000028192	DNAJC28	Boreoeutheria
ENSG00000102580	DNAJC3	ENSSSCG00000026082	DNAJC3	Eutheria
ENSG00000176410	DNAJC30	ENSSSCG00000054170	DNAJC30	Eutheria
ENSG00000110011	DNAJC4	ENSSSCG00000013038	DNAJC4	Boreoeutheria
ENSG00000101152	DNAJC5	ENSSSCG00000031602	DNAJC5	Boreoeutheria
ENSG00000147570	DNAJC5B	ENSSSCG00000006217	DNAJC5B	Boreoeutheria
ENSG00000163793	DNAJC5G	ENSSSCG00000043825	DNAJC5G	Eutheria
ENSG00000116675	DNAJC6	ENSSSCG00000003807	DNAJC6	Boreoeutheria
ENSG00000168259	DNAJC7	ENSSSCG00000017419	DNAJC7	Eutheria
ENSG00000126698	DNAJC8	ENSSSCG00000038907	DNAJC8	Eutheria
ENSG00000213551	DNAJC9	ENSSSCG00000023482	DNAJC9	Boreoeutheria
ENSG00000119661	DNAL1	ENSSSCG00000039469	DNAL1	Boreoeutheria
ENSG00000100246	DNAL4	ENSSSCG00000000093	DNAL4	Boreoeutheria
ENSG00000163879	DNALI1	ENSSSCG00000058884	DNALI1	Boreoeutheria
ENSG00000213918	DNASE1	ENSSSCG00000036527	DNASE1	Boreoeutheria
ENSG00000013563	DNASE1L1	ENSSSCG00000037032	DNASE1L1	Boreoeutheria
ENSG00000167968	DNASE1L2	ENSSSCG00000024587	DNASE1L2	Boreoeutheria
ENSG00000163687	DNASE1L3	ENSSSCG00000032019	DNASE1L3	Boreoeutheria
ENSG00000105612	DNASE2	ENSSSCG00000013731	DNASE2	Boreoeutheria
ENSG00000137976	DNASE2B	ENSSSCG00000026532	DNASE2B	Boreoeutheria
ENSG00000256453	DND1	ENSSSCG00000014374	DND1	Mammalia
ENSG00000187957	DNER	ENSSSCG00000016258	DNER	Boreoeutheria
ENSG00000213221	DNLZ	ENSSSCG00000034732	DNLZ	Boreoeutheria
ENSG00000106976	DNM1	ENSSSCG00000005641	DNM1	Eutheria
ENSG00000087470	DNM1L	ENSSSCG00000060628	DNM1L	Boreoeutheria
ENSG00000079805	DNM2	ENSSSCG00000013630	DNM2	Boreoeutheria
ENSG00000197959	DNM3	ENSSSCG00000038958	DNM3	Boreoeutheria
ENSG00000107554	DNMBP	ENSSSCG00000010544	DNMBP	Boreoeutheria
ENSG00000130816	DNMT1	ENSSSCG00000013659	DNMT1	Eutheria
ENSG00000119772	DNMT3A	ENSSSCG00000029413	DNMT3A	Boreoeutheria
ENSG00000088305	DNMT3B	ENSSSCG00000007252	DNMT3B	Boreoeutheria
ENSG00000142182	DNMT3L	ENSSSCG00000028741	DNMT3L	Boreoeutheria
ENSG00000123992	DNPEP	ENSSSCG00000016220	DNPEP	Eutheria
ENSG00000112667	DNPH1	ENSSSCG00000026568	DNPH1	Boreoeutheria
ENSG00000107447	DNTT	ENSSSCG00000010505	DNTT	Eutheria
ENSG00000101457	DNTTIP1	ENSSSCG00000007422	DNTTIP1	Boreoeutheria
ENSG00000067334	DNTTIP2	ENSSSCG00000006892	DNTTIP2	Boreoeutheria
ENSG00000149927	DOC2A	ENSSSCG00000034635	DOC2A	Boreoeutheria
ENSG00000272636	DOC2B	ENSSSCG00000039412	DOC2B	Boreoeutheria
ENSG00000150760	DOCK1	ENSSSCG00000035045	DOCK1	Boreoeutheria
ENSG00000135905	DOCK10	ENSSSCG00000016237	DOCK10	Boreoeutheria
ENSG00000147251	DOCK11	ENSSSCG00000012634	DOCK11	Boreoeutheria
ENSG00000134516	DOCK2	ENSSSCG00000017008	DOCK2	Boreoeutheria
ENSG00000088538	DOCK3	ENSSSCG00000011416	DOCK3	Boreoeutheria
ENSG00000128512	DOCK4	ENSSSCG00000025602	DOCK4	Boreoeutheria
ENSG00000147459	DOCK5	ENSSSCG00000009650	DOCK5	Boreoeutheria
ENSG00000130158	DOCK6	ENSSSCG00000038604	DOCK6	Boreoeutheria
ENSG00000116641	DOCK7	ENSSSCG00000003818	DOCK7	Eutheria
ENSG00000107099	DOCK8	ENSSSCG00000005240	DOCK8	Boreoeutheria
ENSG00000088387	DOCK9	ENSSSCG00000022112	DOCK9	Eutheria
ENSG00000129932	DOHH	ENSSSCG00000013478	DOHH	Eutheria
ENSG00000115325	DOK1	ENSSSCG00000008265	DOK1	Boreoeutheria
ENSG00000147443	DOK2	ENSSSCG00000009612	DOK2	Boreoeutheria
ENSG00000146094	DOK3	ENSSSCG00000063429	DOK3	Boreoeutheria
ENSG00000125170	DOK4	ENSSSCG00000029165	DOK4	Boreoeutheria
ENSG00000101134	DOK5	ENSSSCG00000007488	DOK5	Boreoeutheria
ENSG00000206052	DOK6	ENSSSCG00000028977	DOK6	Boreoeutheria
ENSG00000175283	DOLK	ENSSSCG00000005666	DOLK	Boreoeutheria
ENSG00000167130	DOLPP1	ENSSSCG00000031669	DOLPP1	Eutheria
ENSG00000159147	DONSON	ENSSSCG00000027089	DONSON	Boreoeutheria
ENSG00000083097	DOP1A	ENSSSCG00000004457	DOP1A	Boreoeutheria
ENSG00000142197	DOP1B	ENSSSCG00000012054	DOP1B	Boreoeutheria
ENSG00000104885	DOT1L	ENSSSCG00000013457	DOT1L	Boreoeutheria
ENSG00000172269	DPAGT1	ENSSSCG00000015110	DPAGT1	Boreoeutheria
ENSG00000166171	DPCD	ENSSSCG00000010565	DPCD	Eutheria
ENSG00000015413	DPEP1	ENSSSCG00000021971	DPEP1	Boreoeutheria
ENSG00000167261	DPEP2	ENSSSCG00000021105	DPEP2	Boreoeutheria
ENSG00000263201	DPEP2NB	ENSSSCG00000042073	DPEP2NB	Boreoeutheria
ENSG00000141096	DPEP3	ENSSSCG00000023514	DPEP3	Boreoeutheria
ENSG00000011332	DPF1	ENSSSCG00000025160	DPF1	Boreoeutheria
ENSG00000133884	DPF2	ENSSSCG00000012995	DPF2	Eutheria
ENSG00000205683	DPF3	ENSSSCG00000002333	DPF3	Eutheria
ENSG00000108963	DPH1	ENSSSCG00000028078	DPH1	Eutheria
ENSG00000132768	DPH2	ENSSSCG00000036620	DPH2	Boreoeutheria
ENSG00000117543	DPH5	ENSSSCG00000061017	DPH5	Boreoeutheria
ENSG00000134146	DPH6	ENSSSCG00000035254	DPH6	Boreoeutheria
ENSG00000148399	DPH7	ENSSSCG00000031630	DPH7	Boreoeutheria
ENSG00000000419	DPM1	ENSSSCG00000034952	DPM1	Boreoeutheria
ENSG00000136908	DPM2	ENSSSCG00000032481	DPM2	Boreoeutheria
ENSG00000179085	DPM3	ENSSSCG00000054149	DPM3	Boreoeutheria
ENSG00000175497	DPP10	ENSSSCG00000015711	DPP10	Boreoeutheria
ENSG00000254986	DPP3	ENSSSCG00000030415	DPP3	Boreoeutheria
ENSG00000197635	DPP4	ENSSSCG00000015894	DPP4	Boreoeutheria
ENSG00000130226	DPP6	ENSSSCG00000016423	DPP6	Boreoeutheria
ENSG00000176978	DPP7	ENSSSCG00000033991	DPP7	Boreoeutheria
ENSG00000074603	DPP8	ENSSSCG00000004934	DPP8	Boreoeutheria
ENSG00000142002	DPP9	ENSSSCG00000026063	DPP9	Boreoeutheria
ENSG00000163530	DPPA2	ENSSSCG00000031524	DPPA2	Boreoeutheria
ENSG00000121570	DPPA4	ENSSSCG00000044778	DPPA4	Boreoeutheria
ENSG00000203909	DPPA5	ENSSSCG00000004283	DPPA5	Eutheria
ENSG00000204595	DPRX	ENSSSCG00000046881	DPRX	Boreoeutheria
ENSG00000143196	DPT	ENSSSCG00000035937	DPT	Boreoeutheria
ENSG00000173852	DPY19L1	ENSSSCG00000027063	DPY19L1	Boreoeutheria
ENSG00000177990	DPY19L2	ENSSSCG00000016663	DPY19L2	Boreoeutheria
ENSG00000178904	DPY19L3	ENSSSCG00000022521	DPY19L3	Boreoeutheria
ENSG00000156162	DPY19L4	ENSSSCG00000006098	DPY19L4	Boreoeutheria
ENSG00000162961	DPY30	ENSSSCG00000008516	DPY30	Eutheria
ENSG00000188641	DPYD	ENSSSCG00000006878	DPYD	Eutheria
ENSG00000147647	DPYS	ENSSSCG00000006040	DPYS	Boreoeutheria
ENSG00000092964	DPYSL2	ENSSSCG00000030130	DPYSL2	Eutheria
ENSG00000113657	DPYSL3	ENSSSCG00000036549	DPYSL3	Eutheria
ENSG00000151640	DPYSL4	ENSSSCG00000010762	DPYSL4	Boreoeutheria
ENSG00000157851	DPYSL5	ENSSSCG00000008560	DPYSL5	Eutheria
ENSG00000144045	DQX1	ENSSSCG00000022614	DQX1	Boreoeutheria
ENSG00000117505	DR1	ENSSSCG00000028310	DR1	Eutheria
ENSG00000136048	DRAM1	ENSSSCG00000023972	DRAM1	Eutheria
ENSG00000156171	DRAM2	ENSSSCG00000026922	DRAM2	Eutheria
ENSG00000175550	DRAP1	ENSSSCG00000012965	DRAP1	Boreoeutheria
ENSG00000162490	DRAXIN	ENSSSCG00000003423	DRAXIN	Boreoeutheria
ENSG00000157856	DRC1	ENSSSCG00000008568	DRC1	Boreoeutheria
ENSG00000171962	DRC3	ENSSSCG00000037557	DRC3	Boreoeutheria
ENSG00000159625	DRC7	ENSSSCG00000002817	DRC7	Boreoeutheria
ENSG00000184845	DRD1	ENSSSCG00000029037	DRD1	Eutheria
ENSG00000149295	DRD2	ENSSSCG00000015048	DRD2	Eutheria
ENSG00000151577	DRD3	ENSSSCG00000011911	DRD3	Boreoeutheria
ENSG00000069696	DRD4	ENSSSCG00000012851	DRD4	Boreoeutheria
ENSG00000169676	DRD5	ENSSSCG00000008730	DRD5	Boreoeutheria
ENSG00000185721	DRG1	ENSSSCG00000010029	DRG1	Boreoeutheria
ENSG00000108591	DRG2	ENSSSCG00000036328	DRG2	Boreoeutheria
ENSG00000165606	DRGX	ENSSSCG00000037404	DRGX	Boreoeutheria
ENSG00000113360	DROSHA	ENSSSCG00000016809	DROSHA	Boreoeutheria
ENSG00000102385	DRP2	ENSSSCG00000012492	DRP2	Boreoeutheria
ENSG00000134765	DSC1	ENSSSCG00000003726	DSC1	Boreoeutheria
ENSG00000134755	DSC2	ENSSSCG00000024800	DSC2	Boreoeutheria
ENSG00000134762	DSC3	ENSSSCG00000057415	DSC3	Boreoeutheria
ENSG00000171587	DSCAM	ENSSSCG00000012072	DSCAM	Boreoeutheria
ENSG00000177103	DSCAML1	ENSSSCG00000015082	DSCAML1	Eutheria
ENSG00000136982	DSCC1	ENSSSCG00000047247	DSCC1	Eutheria
ENSG00000111817	DSE	ENSSSCG00000004441	DSE	Eutheria
ENSG00000171451	DSEL	ENSSSCG00000035941	DSEL	Boreoeutheria
ENSG00000134760	DSG1	ENSSSCG00000020694	DSG1	Boreoeutheria
ENSG00000046604	DSG2	ENSSSCG00000022739	DSG2	Boreoeutheria
ENSG00000134757	DSG3	ENSSSCG00000027160	DSG3	Boreoeutheria
ENSG00000175065	DSG4	ENSSSCG00000020740	DSG4	Boreoeutheria
ENSG00000149636	DSN1	ENSSSCG00000007323	DSN1	Boreoeutheria
ENSG00000096696	DSP	ENSSSCG00000001025	DSP	Boreoeutheria
ENSG00000152591	DSPP	ENSSSCG00000009221	ENSSSCG00000009221	Boreoeutheria
ENSG00000151914	DST	ENSSSCG00000001499	DST	Mammalia
ENSG00000125868	DSTN	ENSSSCG00000007085	DSTN	Eutheria
ENSG00000133059	DSTYK	ENSSSCG00000015286	DSTYK	Boreoeutheria
ENSG00000125821	DTD1	ENSSSCG00000007098	DTD1	Eutheria
ENSG00000129480	DTD2	ENSSSCG00000026663	DTD2	Eutheria
ENSG00000197057	DTHD1	ENSSSCG00000028471	DTHD1	Boreoeutheria
ENSG00000143476	DTL	ENSSSCG00000015600	DTL	Boreoeutheria
ENSG00000134769	DTNA	ENSSSCG00000028047	DTNA	Boreoeutheria
ENSG00000047579	DTNBP1	ENSSSCG00000001062	DTNBP1	Boreoeutheria
ENSG00000104047	DTWD1	ENSSSCG00000004647	DTWD1	Eutheria
ENSG00000169570	DTWD2	ENSSSCG00000014225	DTWD2	Boreoeutheria
ENSG00000135144	DTX1	ENSSSCG00000009873	DTX1	Boreoeutheria
ENSG00000091073	DTX2	ENSSSCG00000025430	DTX2	Boreoeutheria
ENSG00000178498	DTX3	ENSSSCG00000000449	DTX3	Eutheria
ENSG00000163840	DTX3L	ENSSSCG00000011876	DTX3L	Boreoeutheria
ENSG00000110042	DTX4	ENSSSCG00000013145	DTX4	Eutheria
ENSG00000168393	DTYMK	ENSSSCG00000034147	DTYMK	Eutheria
ENSG00000137857	DUOX1	ENSSSCG00000004675	DUOX1	Boreoeutheria
ENSG00000140279	DUOX2	ENSSSCG00000004678	DUOX2	Boreoeutheria
ENSG00000140254	DUOXA1	ENSSSCG00000004677	DUOXA1	Boreoeutheria
ENSG00000140274	DUOXA2	ENSSSCG00000004676	DUOXA2	Boreoeutheria
ENSG00000169718	DUS1L	ENSSSCG00000040352	DUS1L	Boreoeutheria
ENSG00000167264	DUS2	ENSSSCG00000059913	DUS2	Boreoeutheria
ENSG00000141994	DUS3L	ENSSSCG00000040968	DUS3L	Boreoeutheria
ENSG00000105865	DUS4L	ENSSSCG00000028433	DUS4L	Boreoeutheria
ENSG00000120129	DUSP1	ENSSSCG00000016991	DUSP1	Eutheria
ENSG00000143507	DUSP10	ENSSSCG00000010831	DUSP10	Boreoeutheria
ENSG00000144048	DUSP11	ENSSSCG00000008298	DUSP11	Boreoeutheria
ENSG00000081721	DUSP12	ENSSSCG00000006347	DUSP12	Boreoeutheria
ENSG00000079393	DUSP13	ENSSSCG00000035105	ENSSSCG00000035105	Boreoeutheria
ENSG00000276023	DUSP14	ENSSSCG00000029874	DUSP14	Eutheria
ENSG00000149599	DUSP15	ENSSSCG00000056065	DUSP15	Boreoeutheria
ENSG00000111266	DUSP16	ENSSSCG00000032097	DUSP16	Eutheria
ENSG00000167065	DUSP18	ENSSSCG00000033833	DUSP18	Eutheria
ENSG00000162999	DUSP19	ENSSSCG00000016020	DUSP19	Boreoeutheria
ENSG00000158050	DUSP2	ENSSSCG00000035971	DUSP2	Boreoeutheria
ENSG00000112679	DUSP22	ENSSSCG00000031489	DUSP22	Theria
ENSG00000158716	DUSP23	ENSSSCG00000033585	DUSP23	Boreoeutheria
ENSG00000133878	DUSP26	ENSSSCG00000015835	DUSP26	Boreoeutheria
ENSG00000188542	DUSP28	ENSSSCG00000028180	DUSP28	Boreoeutheria
ENSG00000188716	DUSP29	ENSSSCG00000010317	DUSP29	Eutheria
ENSG00000108861	DUSP3	ENSSSCG00000020744	DUSP3	Boreoeutheria
ENSG00000120875	DUSP4	ENSSSCG00000015850	DUSP4	Boreoeutheria
ENSG00000138166	DUSP5	ENSSSCG00000040815	DUSP5	Boreoeutheria
ENSG00000139318	DUSP6	ENSSSCG00000037910	DUSP6	Boreoeutheria
ENSG00000164086	DUSP7	ENSSSCG00000059013	DUSP7	Eutheria
ENSG00000184545	DUSP8	ENSSSCG00000032911	DUSP8	Boreoeutheria
ENSG00000130829	DUSP9	ENSSSCG00000012774	DUSP9	Eutheria
ENSG00000128951	DUT	ENSSSCG00000032141	DUT	Eutheria
ENSG00000107404	DVL1	ENSSSCG00000003342	DVL1	Boreoeutheria
ENSG00000004975	DVL2	ENSSSCG00000025689	DVL2	Eutheria
ENSG00000161202	DVL3	ENSSSCG00000025374	DVL3	Boreoeutheria
ENSG00000204348	DXO	ENSSSCG00000001425	DXO	Boreoeutheria
ENSG00000170788	DYDC1	ENSSSCG00000061214	DYDC1	Boreoeutheria
ENSG00000133665	DYDC2	ENSSSCG00000010339	DYDC2	Boreoeutheria
ENSG00000141627	DYM	ENSSSCG00000004508	DYM	Eutheria
ENSG00000178690	DYNAP	ENSSSCG00000042812	DYNAP	Boreoeutheria
ENSG00000197102	DYNC1H1	ENSSSCG00000040738	DYNC1H1	Boreoeutheria
ENSG00000158560	DYNC1I1	ENSSSCG00000015335	DYNC1I1	Amniota
ENSG00000077380	DYNC1I2	ENSSSCG00000015948	DYNC1I2	Boreoeutheria
ENSG00000144635	DYNC1LI1	ENSSSCG00000011233	DYNC1LI1	Eutheria
ENSG00000135720	DYNC1LI2	ENSSSCG00000036210	DYNC1LI2	Boreoeutheria
